AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASTP TRANSACTION MODE|ASTP IN MINIMUM INSTALLMENT AMOUNT|ASTP IN MAXIMUM INSTALLMENT AMOUNT|ASTP IN MULTIPLIER AMOUNT|ASTP OUT MINIMUM INSTALLMENT AMOUNT|ASTP OUT MAXIMUM INSTALLMENT AMOUNT|ASTP OUT MULTIPLIER AMOUNT|ASTP MINIMUM INSTALLMENT UNITS|ASTP MAXIMUM INSTALLMENT UNITS|ASTP MULTIPLIER UNITS|ASTP MINIMUM INSTALLMENT NUMBERS|ASTP MAXIMUM INSTALLMENT NUMBERS|ASTP Reg IN|ASTP Reg OUT|ASTP FREQUENCY|ASTP DATES|ASTP MINIMUM GAP|ASTP MAXIMUM GAP|ASTP INSTALLMENT GAP|ASTP STATUS|
BARODAMUTUALFUND_MF|BARODA MUTUAL FUND|BPBMD1-DR|BARODA MONEY MARKET FUND DIRECT PLAN DAILY DIVIDEND REINVESTMENT|INF955L01IE8|DEBT|DP|1500.00|99999999999.00|1.00|1500.00|99999999999.00|1.00|9999999.00|9999999.00|1.00|4|9999|Y|Y|QUARTERLY|1,10,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN22-DR|BNP PARIBAS FLEXI DEBT FUND - QUARTERLY DIVIDEND REINVESTMENT|INF251K01EC7|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC9429-DP|ICICI PRUDENTIAL OVERNIGHT FUND DIRECT PLAN MONTHLY DIVIDEND PAYOUT|INF109KC1OQ7|OVERNIGHT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS250A-DP|ADITYA BIRLA SUN LIFE MANUFACTURING EQUITY FUND-REGULAR PLAN-DIVIDEND PAYOUT|INF209KA1YI4|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN629RD-DP|BNP PARIBAS SUBSTANTIAL EQUITY HYBRID FUND REGULAR DIVIDEND PAYOUT|INF251K01OY0|BALANCED|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN22-DP|BNP PARIBAS FLEXI DEBT FUND - QUARTERLY DIVIDEND PAYOUT|INF251K01EB9|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC9429-DR|ICICI PRUDENTIAL OVERNIGHT FUND DIRECT PLAN MONTHLY DIVIDEND REINVESTMENT|INF109KC1OR5|OVERNIGHT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLTGD-GR|MOTILAL OSWAL LONG TERM EQUITY FUND - DIRECT GROWTH|INF247L01569|ELSS|DP|500.00|999999999.00|500.00|500.00|999999999.00|500.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|QUARTERLY|1,7,14,21,28|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN631DD-DR|BNP PARIBAS INDIA CONSUMPTION FUND DIRECT DIVIDEND REINVESTMENT|INF251K01PU5|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTNIGP-GR|UTI NIFTY INDEX FUND - GROWTH|INF789F01JN2|EQUITY|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8102-DP|ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF109K01R71|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO205MD-DR|KOTAK LOW DURATION FUND MONTHLY DIVIDEND REINVESTMENT|INF178L01228|DEBT|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN66MD-DR|BNP PARIBAS CONSERVATIVE HYBRID FUND DIRECT MONTHLY DIV REINVESTMENT|INF251K01HT4|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXESDP-DR|AXIS EQUITY SAVER FUND REGULAR PLAN MONTHLY DIVIDEND REINVESTMENT|INF846K01VQ8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8102-DP|ICICI PRUDENTIAL MONEY MARKET FUND - DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF109K01R71|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO208G-GR|KOTAK CORPORATE BOND FUND STANDARD GROWTH|INF178L01BO1|DEBT|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN66MD-DR|BNP PARIBAS CONSERVATIVE HYBRID FUND DIRECT MONTHLY DIV REINVESTMENT|INF251K01HT4|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXESQD-DP|AXIS EQUITY SAVER FUND REGULAR PLAN QUARTERLY DIVIDEND PAYOUT|INF846K01VR6|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8083-DP|ICICI PRUDENTIAL CORPORATE BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF109K012C8|DEBT|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO03G-GR|KOTAK INFRASTRUCTURE & ECONOMIC REFORM FUND STANDARD GROWTH|INF178L01095|EQUITY|DP|1000.00|99999999.00|1.00|1000.00|99999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN66QD-DP|BNP PARIBAS CONSERVATIVE HYBRID FUND DIRECT QUARTERLY DIV PAYOUT|INF251K01HU2|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS85NIG-GR|ADITYA BIRLA SUN LIFE BANKING & PSU DEBT FUND - GROWTH-REGULAR PLAN|INF209K01LV0|DEBT|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|MONTHLY|1,7,10,15,20,28|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8020-DP|ICICI PRUDENTIAL TECHNOLOGY FUND - DIRECT PLAN - DIVIDEND PAYOUT|INF109K01Z30|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KOP03D-DR|KOTAK INFRASTRUCTURE & ECONOMIC REFORM FUND STANDARD DIVIDEND REINVESTMENT|INF178L01087|EQUITY|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN68MD-DR|BNP PARIBAS SHORT TERM FUND DIRECT PLAN MONTHLY DIVIDEND REINVESTMENT|INF251K01GG3|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN627WD-DR|BNP PARIBAS LIQUID FUND WEEKLY DIV COMPULSORY REINV REINVESTMENT|INF251K01NL9|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|20|9999|N|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3191-DP|ICICI PRUDENTIAL MANUFACTURE IN INDIA FUND REGULAR PLAN DIVIDEND PAYOUT|INF109KC1LH2|EQUITY|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXSTD1-DP|AXIS SHORT TERM FUND DIRECT REGULAR DIVIDEND PAYOUT|INF846K01RH5|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN70D-DR|BNP PARIBAS LARGE CAP FUND DIRECT DIVIDEND REINVESTMENT|INF251K01HM9|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HD53TN-GR|HDFC MONEY MARKET FUND - DIRECT PLAN - GROWTH OPTION|INF179KB1HU9|DEBT|DP|500.00|999999999.00|100.00|500.00|999999999.00|100.00|9999999.00|9999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3226-DP|ICICI PRUDENTIAL OVERNIGHT FUND FORTNIGHTLY DIVIDEND PAYOUT|INF109KC1OH6|OVERNIGHT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXSTRD-DR|AXIS SHORT TERM FUND REGULAR DIVIDEND REINVESTMENT|INF846K01RK9|DEBT|DP|3000.00|999999999.00|1.00|3000.00|999999999.00|1.00|999999.00|999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,7,10,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN61D-DP|BNP PARIBAS BOND FUND DIRECT PLAN ANNUAL DIVIDEND PAYOUT OPTION|INF251K01GU4|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDLFDWN-DP|HDFC LIQUID FUND - DIRECT PLAN - WEEKLY DIVIDEND PAYOUT|INF179KB1HW5|LIQUID|DP|3000.00|999999999.00|100.00|3000.00|999999999.00|100.00|9999999.00|9999999.00|1.00|2|9999|Y|Y|QUARTERLY|1,5,10,15,20,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3229-DR|ICICI PRUDENTIAL OVERNIGHT FUND HALF YEARLY DIVIDEND REINVESTMENT|INF109KC1OL8|OVERNIGHT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS554-GR|DSP LOW DURATION FUND - REGULAR PLAN - GROWTH|INF740K018P2|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN631DG-GR|BNP PARIBAS INDIA CONSUMPTION FUND DIRECT GROWTH|INF251K01PT7|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO13D-GR|KOTAK BLUECHIP FUND - DIRECT PLAN - GROWTH|INF174K01KW6|EQUITY|DP|500.00|99999999.00|1.00|500.00|99999999.00|1.00|999999.00|999999.00|999999.00|12|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3230-DR|ICICI PRUDENTIAL OVERNIGHT FUND ANNUAL DIVIDEND REINVESTMENT|INF109KC1ON4|OVERNIGHT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DS554-GR|DSP LOW DURATION FUND - REGULAR PLAN - GROWTH|INF740K018P2|DEBT|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN631DG-GR|BNP PARIBAS INDIA CONSUMPTION FUND DIRECT GROWTH|INF251K01PT7|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFAFGP-GR|AXIS FOCUSED 25 FUND GROWTH|INF846K01CH7|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3251-GR|ICICI PRUDENTIAL INDIA OPPORTUNITIES FUND GROWTH|INF109KC1RE6|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMZFDD-DP|UTI MEDIUM TERM FUND - FLEXI DIVIDEND PLAN - PAYOUT|INF789FB1KC0|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN631RD-DP|BNP PARIBAS INDIA CONSUMPTION FUND REGULAR DIVIDEND PAYOUT|INF251K01PS9|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFAFDP-DR|AXIS FOCUSED 25 FUND DIVIDEND REINVESTMENT|INF846K01CJ3|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3252-DP|ICICI PRUDENTIAL INDIA OPPORTUNITIES FUND DIVIDEND PAYOUT|INF109KC1RF3|EQUITY|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
UTIMUTUALFUND_MF|UTI MUTUAL FUND|UTMZHDD-DP|UTI MEDIUM TERM FUND - HALF YEARLY DIVIDEND PLAN - PAYOUT|INF789FB1JY6|DEBT|DP|3000.00|999999.00|1.00|3000.00|999999.00|1.00|999999.00|999999.00|999999.00|2|9999|Y|Y|QUARTERLY|1,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN632DA-DR|BNP PARIBAS DYNAMIC EQUITY FUND DIRECT ANNUAL DIVIDEND REINVESTMENT|INF251K01QI8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|20|9999|Y|N|DAILY||0|60|1|1|
AXISMUTUALFUND_MF|AXIS MUTUAL FUND|AXFCFWD-DP|AXIS LIQUID FUND - WEEKLY DIVIDEND - PAYOUT|INF846K01438|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|1.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3252-DP|ICICI PRUDENTIAL INDIA OPPORTUNITIES FUND DIVIDEND PAYOUT|INF109KC1RF3|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC2645P-DP|ICICI PRUDENTIAL CREDIT RISK FUND - ANNUAL DIVIDEND PAYOUT|INF109KB1AF0|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN632DM-DP|BNP PARIBAS DYNAMIC EQUITY FUND DIRECT MONTHLY DIVIDEND PAYOUT|INF251K01QF4|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|Y|Y|MONTHLY|1,7,15,25|0|60|1|1|
DSP_MF|DSP MUTUAL FUND|DSP52-GR|DSP LIQUIDITY FUND - GROWTH|INF740K01FK9|LIQUID|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3288-DP|ICICI PRUDENTIAL RETIREMENT FUND PURE EQUITY PLAN DIVIDEND PAYOUT|INF109KC1TR4|EQUITY|DP|250.00|999999999.00|1.00|250.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|DAILY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8847-DR|ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - ANNUAL DIVIDEND REINVESTMENT|INF109KB1AE3|BOND|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN627DW-DR|BNP PARIBAS LIQUID FUND DIRECT PLAN WEEKLY DIVIDEND REINVESTMENT|INF251K01NQ8|LIQUID|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
DSP_MF|DSP MUTUAL FUND|DSP52-GR|DSP LIQUIDITY FUND - GROWTH|INF740K01FK9|LIQUID|DP|500.00|999999.00|1.00|500.00|999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC3288-DP|ICICI PRUDENTIAL RETIREMENT FUND PURE EQUITY PLAN DIVIDEND PAYOUT|INF109KC1TR4|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8847P-DP|ICICI PRUDENTIAL CREDIT RISK FUND - DIRECT PLAN - ANNUAL DIVIDEND PAYOUT|INF109KB1AD5|BOND|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|4|9999|Y|Y|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN628DD-DR|BNP PARIBAS ARBITRAGE FUND DIRECT ADHOC DIVIDEND REINVESTMENT|INF251K01OU8|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|MBNP54-DR|BNP PARIBAS BOND FUND - REGULAR - ANNUAL-DIVIDEND REINVESTMENT|INF251K01EO2|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|6|9999|N|Y|MONTHLY|1,7,15,25|0|60|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8124-DP|ICICI PRUDENTIAL ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF109K01T46|MIP|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS241D-DP|ADITYA BIRLA SUN LIFE INDEX FUND - DIVIDEND PAYOUT|INF209K01LA4|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|MONTHLY|1,7,10,15,20,28|0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN628RD-DR|BNP PARIBAS ARBITRAGE FUND REGULAR ADHOC DIVIDEND REINVESTMENT|INF251K01OO1|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|MBNP57-DP-M|BNP PARIBAS CORPORATE BOND FUND MONTHLY DIVIDEND PAYOUT OPTION|INF251K01EQ7|DEBT|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|IC8124-DP|ICICI PRUDENTIAL ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF109K01T46|MIP|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|999999.00|999999.00|999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS241D-DP|ADITYA BIRLA SUN LIFE INDEX FUND - DIVIDEND PAYOUT|INF209K01LA4|EQUITY|DP|500.00|999999999.00|1.00|500.00|999999999.00|1.00|999999999.00|999999999.00|999999999.00|6|9999|Y|Y|WEEKLY||0|60|1|1|
BNPPARIBAS_MF|BNP PARIBAS MUTUAL FUND|BN628RG-GR|BNP PARIBAS ARBITRAGE FUND REGULAR GROWTH|INF251K01ON3|EQUITY|DP|1000.00|999999999.00|1.00|1000.00|999999999.00|1.00|99999999.00|99999999.00|99999999.00|2|9999|Y|Y|QUARTERLY|1,7,15,25|0|90|1|1|
